Control unit	[u'1-bit', u'12-bit', u'128-bit', u'16-bit', u'18-bit', u'24-bit', u'31-bit', u'32-bit', u'36-bit', u'4-bit', u'48-bit', u'60-bit', u'64-bit', u'8-bit', u'Advanced Configuration and Power Interface', u'Advanced power management', u'Arithmetic logic unit', u'Back-side bus', u'Barrel shifter', u'Bit-level parallelism', u'CPU cache', u'CPU design', u'Central processing unit', u'Clock gating', u'Clock rate', u'Comparison of CPU architectures', u'Complex instruction set computing', u'Computer architecture', u'Controller (computing)', u'Data parallelism', u'Demultiplexer', u'Digital signal processor', u'Dynamic frequency scaling', u'Dynamic voltage scaling', u'Electronic control unit', u'Explicit Data Graph Execution', u'Explicitly parallel instruction computing', u'Floating-point unit', u'Flowchart', u"Flynn's taxonomy", u'Harvard architecture', u'Hazard (computer architecture)', u'Hyper-threading', u'Instruction level parallelism', u'Instruction pipeline', u'Instruction set', u'International Standard Book Number', u'MIMD', u'MISD', u'Maurice Wilkes', u'Memory management unit', u'Microcode', u'Microcontroller', u'Minimal instruction set computer', u'Motor vehicle', u'Multiplexer', u'Multithreading (computer architecture)', u'No instruction set computing', u'One instruction set computer', u'Out-of-order execution', u'Parallel computing', u'Power management', u'Processor register', u'Reduced instruction set computing', u'Register-transfer level', u'Register file', u'Register renaming', u"Richard's Controller", u'SIMD', u'SISD', u'Sequential logic', u'Simultaneous multithreading', u'Speculative execution', u'Super-threading', u'Superscalar', u'System on a chip', u'Task parallelism', u'Translation lookaside buffer', u'Vector processor', u'Very long instruction word', u'Von Neumann architecture', u'Word (computer architecture)', u'ZEBRA (computer)', u'Zero instruction set computer', u'Talk:Control unit', u'Wikipedia:Citation needed', u'Wikipedia:Citing sources', u'Wikipedia:Cleanup', u'Wikipedia:Disputed statement', u'Wikipedia:Identifying reliable sources', u'Wikipedia:Manual of Style', u'Wikipedia:Verifiability', u'Wikipedia:WikiProject Computing', u'Template:CPU technologies', u'Template:Citation needed', u'Template:Cleanup/doc', u'Template talk:CPU technologies', u'Category:Articles needing additional references from June 2008', u'Category:Articles needing cleanup from June 2008', u'Category:Articles needing expert attention from November 2008', u'Category:Articles with disputed statements from April 2012', u'Category:Articles with unsourced statements from April 2012', u'Category:Cleanup tagged articles without a reason field from June 2008', u'Category:Computing articles needing expert attention', u'Category:Wikipedia pages needing cleanup from June 2008', u'Category:Wikipedia templates needing cleanup from June 2008', u'Portal:Computing']
Microcode	[u'1-bit', u'12-bit', u'128-bit', u'16-bit', u'18-bit', u'24-bit', u'31-bit', u'32-bit', u'36-bit', u'4-bit', u'48-bit', u'60-bit', u'64-bit', u'8-bit', u'8086', u'AMD Am2900', u'AMD K5', u'Ad hoc', u'Advanced Configuration and Power Interface', u'Advanced power management', u'Allen Newell', u'Analytical engine', u'Arithmetic and logic unit', u'Arithmetic logic unit', u'Assembly language', u'B1700', u'Back-side bus', u'Backwards compatibility', u'Barrel shifter', u'Bit', u'Bit-level parallelism', u'Bit slicing', u'Burroughs Corporation', u'C. Gordon Bell', u'COBOL', u'CPUID', u'CPU cache', u'CPU design', u'Central processing unit', u'Charles Babbage', u'Cjip', u'Clock gating', u'Clock rate', u'Combinatorial logic', u'Comparison of CPU architectures', u'Complex instruction set computer', u'Complex instruction set computing', u'Computer architecture', u'Computer bug', u'Computer bus', u'Computer storage', u'Conditional (programming)', u'Control store', u'Control unit', u'Core memory', u'Cyrix 6x86', u'Data General', u'Data General Eclipse MV/8000', u'Data parallelism', u'Demultiplexer', u'Digital Equipment Corporation', u'Digital object identifier', u'Digital signal processor', u'Diode matrix', u'Dynamic frequency scaling', u'Dynamic voltage scaling', u'EMIDEC 1100', u'Electronic circuit', u'Electronics', u'Emulator', u'Execution unit', u'Explicit Data Graph Execution', u'Explicitly parallel instruction computing', u'Factor 5', u'Finite-state machine', u'Firmware', u'Flash memory', u'Floating-point unit', u'Floating point unit', u"Flynn's taxonomy", u'Fortran', u'FreeBSD', u'Graphics processing unit', u'HP 2100', u'Hard drive', u'Hardware logic', u'Hardwired control', u'Harvard architecture', u'Hazard (computer architecture)', u'Hewlett-Packard', u'Hyper-threading', u'I486', u'IBM', u'IBM 2030', u'IBM Future Systems project', u'Imsys', u'Indiana Jones and the Infernal Machine', u'Instruction level parallelism', u'Instruction pipeline', u'Instruction register', u'Instruction set', u'Intel Core 2', u'International Standard Book Number', u'Interrupt', u'John Bentley Stringer', u'Latency (engineering)', u'MIMD', u'MISD', u'MOS Technology 6502', u'Machine code', u'Main memory', u'Maurice Wilkes', u'McGraw-Hill', u'Memory address register', u'Memory block transfer', u'Memory data register', u'Memory hierarchy', u'Memory management unit', u'Memory pre-fetch', u'Mentec PDP-11', u'Micro-operation', u'Microarchitecture', u'Microassembler', u'Microcontroller', u'Microdata Corporation', u'Microprocessor', u'Microsequencer', u'Minicomputer', u'Minimal instruction set computer', u'Multiplexer', u'Multithreading (computer architecture)', u'NCR 315', u'Network processors', u'New York, NY', u'Nintendo 64', u'No instruction set computing', u'One instruction set computer', u'Operand', u'Out-of-order execution', u'PDP-10', u'PDP-11', u'PL/I', u'Parallel computing', u'Pick operating system', u'Pipeline (computing)', u'Pipelining', u'PlayStation 2', u'Player piano', u'Power management', u'Processor register', u'Program counter', u'Programmable logic array', u'Programmable logic device', u'RAM', u'RISC', u'Read-only memory', u'Read-write memory', u'Reconfigurable computing', u'Reduced instruction set computing', u'Register file', u'Register renaming', u'Rekursiv', u'SIMD', u'SISD', u'Sequential circuit', u'Simulator', u'Simultaneous multithreading', u'Sony', u'Speculative execution', u'Star Wars: Battle for Naboo', u'Star Wars: Rogue Squadron', u'Static Random Access Memory', u'Super-threading', u'Superscalar', u'Symbolics', u'System/360', u'System/370', u'System on a chip', u'Task parallelism', u'Transcendental function', u'Transistor-transistor logic', u'Translation lookaside buffer', u"Two's-complement", u'VAX', u'Varian Data Machines', u'Vector processor', u'Very long instruction word', u'Von Neumann architecture', u'Whirlwind (computer)', u'Word (computer architecture)', u'Word length', u'X86', u'Xeon', u'Xerox PARC', u'Z80', u'ZEBRA (computer)', u'Zero instruction set computer', u'Wikipedia:Citation needed', u'Template:CPU technologies', u'Template talk:CPU technologies', u'Category:Articles with unsourced statements from September 2011']
Arithmetic logic unit	[u'1-bit', u'12-bit', u'128-bit', u'16-bit', u'18-bit', u'24-bit', u'31-bit', u'32-bit', u'36-bit', u'4-bit', u'48-bit', u'60-bit', u'64-bit', u'7400 series', u'74181', u'8-bit', u'ACM Computing Classification System', u'AMD64', u'Adder (electronics)', u'Advanced Configuration and Power Interface', u'Advanced power management', u'Arithmetic', u'Arithmetic overflow', u'Back-side bus', u'Barrel shifter', u'Binary-coded decimal', u'Bit-level parallelism', u'CPU cache', u'Carry (arithmetic)', u'Central processing unit', u'Clock gating', u'Clock rate', u'Co-processor', u'Comparison of CPU architectures', u'Complex instruction set computing', u'Complex numbers', u'Computer architecture', u'Computer science', u'Computing', u'Control Unit', u'Control unit', u'Data parallelism', u'Demultiplexer', u'Digital circuit', u'Digital signal processor', u'Division (electronics)', u'Division by zero', u'Dynamic frequency scaling', u'Dynamic voltage scaling', u'EDVAC', u'Emulate', u'Emulator', u'Endianness', u'Enoch Hwang', u'Explicit Data Graph Execution', u'Explicitly parallel instruction computing', u'Floating-point unit', u'Floating point', u"Flynn's taxonomy", u'Graphics processing unit', u'Harvard architecture', u'Hazard (computer architecture)', u'Hyper-threading', u'Instruction level parallelism', u'Instruction pipeline', u'Instruction set', u'Intel Core', u'International Standard Book Number', u'Interrupt', u'John von Neumann', u'Logical', u'MIMD', u'MISD', u'Memory management unit', u'Microcode', u'Microcontroller', u'Microprocessor', u'Minimal instruction set computer', u'Multiplexer', u'Multiplication ALU', u'Multithreading (computer architecture)', u'No instruction set computing', u'One instruction set computer', u'Operand', u'Operating system', u'Out-of-order execution', u'Parallel computing', u'Power management', u'Processor register', u'Reduced instruction set computing', u'Register file', u'Register renaming', u'SIMD', u'SISD', u'Signed number representations', u'Simultaneous multithreading', u'Speculative execution', u'Status register', u'Super-threading', u'Superscalar', u'System on a chip', u'Task parallelism', u'Translation lookaside buffer', u"Two's complement", u'Vector processor', u'Very long instruction word', u'Von Neumann architecture', u'William Stallings', u'Word (computer architecture)', u'ZEBRA (computer)', u'Zero instruction set computer', u'Wikipedia:Citation needed', u'Template:CPU technologies', u'Template talk:CPU technologies', u'Category:Articles with unsourced statements from October 2007']
Computer data storage	[u'1 E-9 s', u'3D optical data storage', u'Abstraction (computer science)', u'Address bus', u'Aperture (computer memory)', u'Arithmetic Logic Unit', u'Arithmetic logic unit', u'Autochanger', u'Autoloader (data storage device)', u'BIOS', u'Backup', u'Bandwidth (computing)', u'Barcode', u'Binary numeral system', u'Bit', u'Bit rate', u'Blu-ray Disc', u'Blu-ray Disc recordable', u'Book music', u'Bootstrapping (computing)', u'Bubble memory', u'Bus (computing)', u'Byte', u'CAS latency', u'CD', u'CD-R', u'CD-ROM', u'CD-RW', u'CPU', u'CPU cache', u'Calculator', u'Capacitor', u'Cathode ray tube', u'Central processing unit', u'Compact Disc', u'Complete works of Shakespeare', u'Computer', u'Computer data storage', u'Computer file', u'Computer memory', u'Computer network', u'Computer programming', u'Content-addressable memory', u'Control Unit', u'Control unit', u'Copyright status of work by the U.S. government', u'Core rope memory', u'Crystal', u'DDR SDRAM', u'DRAM', u'DVD', u'DVD+R', u'DVD+RW', u'DVD+R DL', u'DVD-R', u'DVD-RAM', u'DVD-RW', u'DVD-R DL', u'Data', u'Data (computing)', u'Data buffer', u'Data deduplication', u'Data proliferation', u'Data storage device', u'Data storage tag', u'Data transmission', u'Database', u'Delay line memory', u'Desktop computer', u'Digital Linear Tape', u'Digital signal processing', u'Direct-attached storage', u'Disaster recovery', u'Disk storage', u'Drum memory', u'Dynamic memory allocation', u'Dynamic random-access memory', u'Dynamic random access memory', u'EEPROM', u'EPROM', u'Edge-notched card', u'Electrical resistance', u'Embedded system', u'External memory algorithms', u'Federal Standard 1037C', u'Ferroelectric RAM', u'Ferromagnetism', u'Fibre Channel', u'File hosting service', u'File system', u'Flash memory', u'Floppy disk', u'Floptical', u'Folder (computing)', u'General Services Administration', u'Gigabyte', u'HD DVD', u'Hard disk drive', u'Hi-MD', u'Hierarchical storage management', u'History of computing hardware', u'Holographic Versatile Disc', u'Holographic data storage', u'Home computer', u'Human-readable', u'Industrial robot', u'Information repository', u'Information security', u'Input/output', u'Instruction (computer science)', u'Integrated circuit', u'Internet', u'Iomega Zip drive', u'J. S. Vitter', u'Laptop', u'Laser diode', u'Laser turntable', u'Laserdisc', u'Latency (engineering)', u'List of file formats', u'Local area network', u'Longitudinal wave', u'MRAM', u'Magnetic-core memory', u'Magnetic core memory', u'Magnetic ink character recognition', u'Magnetic storage', u'Magnetic stripe card', u'Magnetic tape', u'Magnetic tape data storage', u'Magnetism', u'Magnetization', u'Magneto-optic Kerr effect', u'Magneto-optical drive', u'Magnetoresistive random-access memory', u'Mass storage', u'Megabyte', u'Memory address', u'Memory cell (disambiguation)', u'Memory hierarchy', u'Memory leak', u'Memory management', u'Memory management unit', u'Memory protection', u'Memory refresh', u'Memory storage density', u'Mercury (element)', u'Metadata', u'Microform', u'Millisecond', u'MiniDisc', u'Molecular memory', u'NCR CRAM', u'Nano-RAM', u'National Communications System', u'Network-attached storage', u'Network File System (protocol)', u'Non-volatile memory', u'Online and offline', u'Operating system', u'Optical character recognition', u'Optical disc', u'Optical disc drive', u'Optical jukebox', u'Optical mark recognition', u'Optical storage', u'Optical tape', u'Page (computing)', u'Page address register', u'Paging', u'Paper', u'Paper data storage', u'Paper disc', u'Papyrus', u'Parallel ATA', u'Personal computer', u'Personal computer hardware', u'Petabyte', u'Phase-change memory', u'Phase Change Material', u'Photopolymer', u'Piano roll', u'Polymer', u'Processor register', u'Professional Disc', u'Program state', u'Programmable read-only memory', u'Punched card', u'Punched tape', u'RAM disk', u'RRAM', u'Racetrack memory', u'Random-access memory', u'Random access', u'Read-only memory', u'Removable media', u'Retronym', u'SONOS', u'Second', u'Secondary storage', u'Selectron tube', u'Semiconductor', u'Semiconductor memory', u'Sequential access', u'Server Message Block', u'Software', u'Solid-state drive', u'Stable storage', u'Static random-access memory', u'Static random access memory', u'Storage Networking World', u'Storage World Conference', u'Storage area network', u'Synchronous dynamic random access memory', u'TTRAM', u'Tape library', u'Terabyte', u'Tertiary storage', u'Thin-film memory', u'Throughput', u'Ticker tape', u'Transistor', u'Twistor memory', u'USB flash drive', u'Ultra Density Optical', u'Units of measurement', u'Universal Media Disc', u'Vacuum tube', u'Virtual memory', u'Virtual tape library', u'Volatile memory', u'Von Neumann architecture', u'Wait state', u'Wide area network', u'Williams tube', u'Wire recording', u'Word (computer architecture)', u'Write Once Read Many', u'Write buffer', u'Write protection', u'Writing', u'Z-RAM', u'Talk:Computer memory', u'Wikipedia:Citing sources', u'Wikipedia:Identifying reliable sources', u'Wikipedia:Merging', u'Wikipedia:Verifiability', u'Template:Citation needed', u'Template:Magnetic storage media', u'Template:Optical storage media', u'Template:Paper data storage media', u'Template:Primary storage technologies', u'Template talk:Magnetic storage media', u'Template talk:Optical storage media', u'Template talk:Paper data storage media', u'Template talk:Primary storage technologies', u'Category:Articles containing potentially dated statements from 2011', u'Category:Articles needing additional references from June 2011', u'Category:Articles to be merged from May 2012', u'Category:Use dmy dates from June 2011']
Input/output	[u'ALGOL 68', u'BASIC', u'C++', u'C (programming language)', u'C file input/output', u'C standard library', u'Central processing unit', u'Computer', u'Computer file', u'Computer keyboard', u'Computer monitor', u'Computer mouse', u'Computer printer', u'Computer programming', u'Computing', u'Dereference operator', u'Device driver', u'Disk drive', u'External memory algorithm', u'Handshaking', u'Human\u7ab6\u7530omputer interaction', u'I/O', u'I/O (disambiguation)', u'I/O scheduling', u'Information', u'Information processing system', u'Input-output model', u'Instruction (computer science)', u'Interrupt', u'Main memory', u'Memory-mapped I/O', u'Modem', u'Monad (functional programming)', u'Network card', u'Operating system', u'Output', u'Port-mapped I/O', u'Primitive (computer science)', u'Purely functional', u'Side-effect (computer science)', u'Stream (computing)', u'Unix', u'Wikipedia:Citing sources', u'Wikipedia:Identifying reliable sources', u'Wikipedia:Protection policy', u'Wikipedia:Verifiability', u'Template:Citation needed', u'Category:Articles needing additional references from June 2010']
Register-transfer level	[u'Algorithmic State Machine', u'Application-specific integrated circuit', u'Boolean logic', u'Combinational logic', u'Digital Logic', u'Digital circuit', u'Electronic design automation', u'Electronic system level', u'FPGA', u'Finite state machine', u'Flip-flop (electronics)', u'Hardware description language', u'Hardware register', u'Integrated circuit', u'Integrated circuit design', u'International Standard Book Number', u'Inverter (logic gate)', u'Logic family', u'Logic gate', u'Logic simulation', u'Logic synthesis', u'Netlist', u'Pipeline (computing)', u'Placement (EDA)', u'Routing (EDA)', u'Sequential logic', u'Software tool', u'Synchronous circuit', u'VHDL', u'Verilog', u'Wikipedia:Citing sources', u'Wikipedia:Identifying reliable sources', u'Wikipedia:Verifiability', u'Template:Citation needed', u'Category:Articles needing additional references from December 2009']
Logic synthesis	[u'ASIC', u'Altera', u'Altera Quartus', u'Arithmetic operations', u'Bell Labs', u'Bill Gates', u'Binary adder', u'Binary decision diagram', u'Binary multiplier', u'Bitstream', u'Boolean algebra (logic)', u'Cadence Design Systems', u'Circuit design', u'Circuit minimization', u'Claude Elwood Shannon', u'Control flow', u'Discrete logic', u'Electronic circuit', u'Electronic design automation', u'Espresso heuristic logic minimizer', u'Field-programmable gate array', u'Finite state machine', u'Functional design', u'Functional verification', u'George Boole', u'Hardware Description Language', u'High-level synthesis', u'IBM', u'International Standard Book Number', u'Karnaugh map', u'Lattice Semiconductor', u'Logic gates', u'Logic minimization', u'Logic optimization', u'Magma Design Automation', u'Mentor Graphics', u'Programmable array logic', u'Programmable logic array', u'Programmable logic device', u'Propositional formula', u'Quine\xe2\x80\x93McCluskey algorithm', u'RTL description', u'Register transfer level', u'Softcover', u'Synopsys', u'Two-level minimization', u'University of California, Berkeley', u'University of California, Los Angeles', u'University of Colorado, Boulder', u'VHDL', u'Verilog', u'Very-large-scale integration', u'Xilinx', u'Xilinx ISE']
Integrated circuit	[u'4000 series', u'555 timer IC', u'68000', u'7400 series', u'741 operational amplifier', u'80286', u'88000', u'AMD', u'ASIC', u'Accelerometer', u'Active filter', u'Adder (electronics)', u'Airbag', u'Amiga', u'Amplifier', u'Analog-to-digital converter', u'Analog circuit', u'Apollo guidance computer', u'Apollo program', u'Apple computers', u'Application-specific integrated circuit', u'Atheros', u'Automatic test pattern generation', u'BCDMOS', u'Ball grid array', u'BiCMOS', u'Biodegradation', u'Bioelectronics', u'Bipolar junction transistor', u'Bipolar transistor', u'Bond wire', u'Boolean algebra', u'Boolean algebra (logic)', u'CMOS', u'CPU', u'CSGT', u'Capacitor', u'Central processing unit', u'Chemical element', u'Chip art', u'Clean room', u'Combinational logic', u'Computer architecture', u'Computer engineering', u'Copper(I) oxide', u'Copper interconnect', u'Corrosion', u'Crystal', u'Crystalline structure', u'Current mirror', u'DLP projector', u'DatasheetArchive', u'Debugging', u'Demodulation', u'Depletion-mode NMOS logic', u'Die (integrated circuit)', u'Dielectric', u'Digital', u'Digital-to-analog converter', u'Digital audio', u'Digital circuit', u'Digital electronics', u'Digital object identifier', u'Digital photography', u'Digital signal processing', u'Digital signal processors', u'Digital video', u'Discrete circuit', u'Doping (Semiconductors)', u'Dual in-line package', u'EPROM', u'Electric power', u'Electrical engineering', u'Electron microscope', u'Electronic Design Automation', u'Electronic circuit', u'Electronic component', u'Electronic literature', u'Electronics', u'FPGA', u'Fairchild Semiconductor', u'Federico Faggin', u'Field-programmable gate array', u'Flip-chip Ball Grid Array', u'Flip-flop (electronics)', u'Frequency mixer', u'Frequency modulation', u'Gallium(III) arsenide', u'Gallium arsenide', u'Geoffrey Dummer', u'Germanium', u'Gyrator', u'HCMOS', u'Hardware description language', u'Hearing aid', u'High-k Dielectric', u'Home appliances', u'Home computer', u'Hybrid integrated circuit', u'IBM', u'IBM PC', u'Immersion lithography', u'Implant (medicine)', u'Inductor', u'Industrial CT scanning', u'Industrial process', u'Information society', u'Inkjet printer', u'Input/output', u'Integrated circuit design', u'Integrated circuit development', u'Integrated circuit layout design protection', u'Integrated circuit packaging', u'Integrated circuit vacuum tube', u'Integrated injection logic', u'Intel', u'Intel 4004', u'Intel 80486', u'Intel 8080', u'Intel 8088', u'Intel MCS-48', u'Intel i486', u'International Standard Book Number', u'International Technology Roadmap for Semiconductors', u'Ion implantation', u'JTAG', u'Jack Kilby', u'Kurt Lehovec', u'LDMOS', u'LEDs', u'LFSR', u'Land grid array', u'Lasers', u'Leadless chip carrier', u'List of IEEE milestones', u'Lithography', u'Logic family', u'Logic gate', u'Logic synthesis', u'Low-K', u'MMIC', u'MOSFET', u'MOS Technology 6502', u'Manufacturing cost', u'Mass production', u'Master-Slice', u'Medical implants', u'Memristor', u'Microchip', u'Microchip (disambiguation)', u'Microcontroller', u'Microelectromechanical systems', u'Microprocessor', u'Microwave oven', u'Ministry of Defence (United Kingdom)', u'Minuteman missile', u'Mixed-signal integrated circuit', u'Monocrystal', u'Monocrystalline silicon', u"Moore's law", u'Motorola 6800', u'Multi-Chip Module', u'Multi-core', u'Multi-threshold CMOS', u'Multigate device', u'Multiplexer', u'NEC', u'NMOS', u'NMOS logic', u'NSGT', u'Nanometer', u'National Medal of Technology and Innovation', u'Operational amplifier', u'P-n junction isolation', u'PGA', u'PMOS', u'PMOS logic', u'PQFP', u'PSGT', u'Parallel programming language', u'Passive component', u'Periodic table', u'Philips', u'Photolithography', u'Photomasks', u'Photon', u'Photonic integrated circuit', u'Pin grid array', u'Plessey', u'Power network design (IC)', u'Printed circuit board', u'Processor register', u'Programmable Logic Device', u'Programmable logic device', u'Project Tinkertoy', u'RAM', u'RC delay', u'Random Access Memory', u'Random access memory', u'Resistor', u'Robert Noyce', u'Rolf Landauer', u'Royal Radar Establishment', u'SBC', u'SPICE', u'Scientific American', u'Self-aligned gate', u'Semiconductor', u'Semiconductor device', u'Semiconductor fabrication', u'Semiconductor fabrication plant', u'Semiconductor manufacturing', u'Sensor', u'Sequential logic', u'SiGe', u'Siemens AG', u'Silicon', u'Silicon Chip', u'Silicon chip', u'Silicon on insulator', u'Silicon on sapphire', u'Silicon photonics', u'Simulation', u'Small-outline integrated circuit', u'Solar cells', u'Solid-state (electronics)', u'Sound chip', u'Sprague Electric', u'Standard cell', u'State (computer science)', u'Strained silicon', u'Strained silicon directly on insulator', u'Substrate (electronics)', u'Substrate (printing)', u'Subthreshold leakage', u'Surface mount', u'Surface mount technology', u'System-on-a-chip', u'System In Package', u'TRIPS', u'Texas Instruments', u'Thermosonic Bonding', u'Thin small-outline package', u'Three-dimensional integrated circuit', u'Titanium nitride', u'Transistor', u'Transistor-transistor logic', u'Treaty on Intellectual Property in Respect of Integrated Circuits', u'US Air Force', u'Ultraviolet', u'Ultraviolet light', u'VLSI', u'Vacuum tube', u'Very-large-scale integration', u'Visible spectrum', u'Wafer-scale integration', u'Wafer (electronics)', u'Wafer testing', u'Washington, D.C.', u'Wave', u'Welding', u'Werner Jacobi', u'X10 (programming language)', u'Y diagram', u'Zero insertion force', u'Zilog Z80', u'Talk:Integrated circuit', u'Wikipedia:Basic copyediting', u'Wikipedia:Citation needed', u'Wikipedia:Citing sources', u'Wikipedia:Identifying reliable sources', u'Wikipedia:Make technical articles understandable', u'Wikipedia:Verifiability', u'Template:Citation needed', u'Template:Digital systems', u'Template:Portal/Images/Electronics', u'Template talk:Digital systems', u'Category:Articles needing additional references from April 2012', u'Category:Articles needing expert attention from May 2012', u'Category:Articles with links needing disambiguation from June 2012', u'Category:Articles with unsourced statements from March 2011', u'Category:Use dmy dates from May 2012', u'Category:Wikipedia articles needing copy edit from July 2012', u'Category:Wikipedia articles that are too technical from May 2012', u'Portal:Electronics']
